id,movie_id,genre_id
16024,12979,1
16025,12979,13
5348,12992,5
5347,12992,11
4502,13001,1
14491,13006,1
14492,13006,19
5209,13008,1
5210,13008,5
5211,13008,6
5212,13008,11
5213,13008,12
5214,13008,15
5215,13008,17
11061,13028,1
11062,13028,5
1896,13042,6
1897,13042,7
1898,13042,13
1899,13042,16
1900,13042,19
10447,13053,1
10448,13053,5
14158,13057,1
14159,13057,7
10947,13066,1
10948,13066,7
616,13073,7
615,13073,19
16253,13096,5
16252,13096,11
16251,13096,17
5310,13109,2
5309,13109,11
5311,13109,19
9561,13116,1
9562,13116,11
15031,13142,1
2206,13155,1
2207,13155,5
2205,13155,16
6906,13172,1
6907,13172,2
6908,13172,5
6909,13172,12
6910,13172,15
6911,13172,17
17837,13175,12
17838,13175,15
14313,13181,1
14314,13181,2
16767,13213,1
13765,13234,1
13766,13234,3
13767,13234,5
13768,13234,6
2201,13244,19
12363,13246,11
12362,13246,19
1409,13252,1
1408,13252,16
15318,13284,1
12211,13306,1
11798,13311,1
5622,13314,1
5623,13314,5
6501,13320,11
13011,13331,1
13012,13331,5
9519,13339,7
9518,13339,13
10908,13360,1
10909,13360,5
13946,13361,1
13947,13361,11
15158,13376,1
15159,13376,17
10625,13386,1
10626,13386,7
18003,13397,19
17612,13400,1
17613,13400,13
7466,13432,5
7467,13432,6
3885,13439,1
3886,13439,5
7512,13440,1
7513,13440,13
19890,13460,2
19889,13460,18
19891,13460,19
12862,13480,1
12864,13480,6
12865,13480,7
12863,13480,19
3492,13500,6
3490,13500,18
3491,13500,19
18305,13508,1
17137,13596,1
17139,13596,6
17140,13596,14
17138,13596,19
5763,13627,19
8956,13629,14
8955,13629,19
11593,13632,1
11595,13632,5
11594,13632,11
16066,13633,11
16065,13633,16
12374,13636,1
17013,13642,2
17015,13642,4
17016,13642,7
17014,13642,18
13299,13667,3
13302,13667,6
13301,13667,11
13300,13667,19
13827,13707,11
13826,13707,16
9719,13716,1
9720,13716,5
15562,13717,1
15563,13717,7
15561,13717,16
19697,13746,19
19058,13758,1
19059,13758,5
13882,13768,3
19859,13787,1
19860,13787,3
19861,13787,5
9183,13791,1
9184,13791,5
8650,13793,1
7732,13801,1
7733,13801,5
18892,13805,1
18891,13805,16
18893,13805,19
2868,13838,4
2869,13838,13
18949,13932,1
19422,13939,5
19423,13939,7
19424,13939,11
19425,13939,13
19426,13939,19
3829,13950,1
3828,13950,16
222,13957,2
224,13957,5
223,13957,11
4040,13961,1
10978,13967,1
10979,13967,3
10980,13967,6
10977,13967,19
14394,13972,11
9947,14012,2
9948,14012,18
9949,14012,19
19140,14017,15
19553,14035,1
19555,14035,6
19556,14035,14
19554,14035,18
9452,14039,1
9453,14039,5
9454,14039,14
8800,14152,7
8799,14152,19
13811,14257,4
2529,14299,1
2530,14299,12
10946,14320,4
10148,14333,2
10149,14333,4
11736,14377,4
11738,14377,7
11737,14377,13
11308,14397,2
11309,14397,4
11310,14397,5
19416,14407,4
19414,14407,18
19415,14407,19
11715,14425,18
11716,14425,19
170,14448,1
4001,14450,1
4002,14450,14
12154,14470,2
12155,14470,7
12156,14470,16
12157,14470,18
12158,14470,19
7492,14561,1
7493,14561,2
8299,14584,2
8300,14584,12
8298,14584,17
5255,14600,4
5256,14600,7
5254,14600,18
13775,14617,6
13774,14617,12
10122,14802,1
10123,14802,5
17048,14850,1
17049,14850,11
10983,14851,11
10984,14851,13
16775,14862,7
18968,14909,5
18967,14909,11
6495,14917,1
6497,14917,5
6496,14917,11
17276,14935,1
17277,14935,13
17275,14935,16
11297,15006,1
12721,15008,2
12724,15008,6
12722,15008,11
12723,15008,12
12854,15058,1
13884,15128,11
13885,15128,19
9312,15187,2
9314,15187,6
9313,15187,11
16774,15223,1
9503,15250,1
9504,15250,2
9505,15250,5
12999,15294,4
13000,15294,6
13001,15294,7
6502,15390,18
6503,15390,19
19791,15444,1
19792,15444,19
11469,15489,4
1877,15504,1
9096,15657,11
12448,15846,11
12449,15846,16
12450,15846,19
16115,15872,1
3191,15899,1
3192,15899,11
3193,15899,13
3194,15899,14
19625,15970,1
9247,15996,7
9246,15996,19
17518,16031,11
17519,16031,19
2441,16091,1
2442,16091,7
14387,16111,1
14386,16111,5
14385,16111,11
14384,16111,17
15949,16121,1
7223,16160,1
7224,16160,5
1847,16169,19
18966,16192,1
19533,16203,7
19532,16203,13
19530,16203,16
19531,16203,19
4765,16208,1
5697,16210,1
5698,16210,11
5699,16210,12
15681,16211,6
15680,16211,19
8838,16212,11
12364,16216,11
12365,16216,19
6225,16217,1
6226,16217,7
6224,16217,16
3028,16218,1
3029,16218,11
18915,16223,1
18916,16223,11
5457,16224,2
5458,16224,11
18101,16273,1
18102,16273,7
18100,16273,16
12405,16292,1
12406,16292,5
12407,16292,21
15208,16384,1
15210,16384,5
15209,16384,11
18543,16411,1
18544,16411,5
11128,16432,1
11127,16432,16
11129,16432,19
13837,16466,1
13839,16466,6
13838,16466,12
3333,16487,1
12520,16503,7
12519,16503,19
17651,16514,1
8465,16516,11
8466,16516,19
3196,16521,1
3198,16521,6
3197,16521,12
3199,16521,15
16449,16568,11
16450,16568,19
3211,16570,1
3210,16570,16
4830,16571,1
4832,16571,7
4831,16571,11
4829,16571,16
14389,16581,1
7659,16601,1
7660,16601,11
14092,16616,1
4926,16617,1
4928,16617,5
4927,16617,21
6745,16620,3
8071,16792,1
15868,16809,4
15867,16809,11
5462,16822,2
5461,16822,11
5463,16822,19
10099,16829,11
18423,16830,1
13945,16843,7
13944,16843,11
13943,16843,18
19378,16847,11
12968,16856,4
12967,16856,11
4474,16862,1
4475,16862,5
4476,16862,7
4473,16862,16
6239,16876,13
10628,16885,1
10629,16885,11
14984,16894,1
14985,16894,5
14986,16894,7
6498,16899,1
6500,16899,5
6499,16899,11
16249,16906,1
1864,16983,2
1865,16983,5
1866,16983,6
1867,16983,11
1868,16983,12
18588,16986,1
18589,16986,5
18590,16986,14
14616,16998,2
14618,16998,6
14617,16998,12
15950,17003,1
15951,17003,3
15952,17003,14
6719,17040,7
8581,17058,1
8582,17058,5
9169,17059,1
9171,17059,5
9170,17059,13
12534,17092,7
12532,17092,16
12533,17092,19
19402,17106,11
13246,17111,19
5357,17115,5
5356,17115,11
11097,17116,6
11096,17116,19
1509,17122,1
4445,17131,2
4446,17131,11
4444,17131,16
4443,17131,19
7787,17135,19
6155,17136,4
6156,17136,5
10274,17137,11
10275,17137,12
11950,17143,8
11951,17143,19
17358,17144,19
3691,17149,7
3690,17149,19
10434,17150,7
10433,17150,13
10432,17150,16
6121,17151,5
6120,17151,11
6119,17151,16
10516,17153,2
10517,17153,11
10518,17153,12
10519,17153,15
2112,17159,1
2113,17159,11
14315,17160,1
14316,17160,5
4885,17162,1
4887,17162,14
4886,17162,19
11682,17167,1
11681,17167,8
11683,17167,19
10356,17168,5
10355,17168,11
13869,17169,1
13870,17169,5
3003,17170,1
3002,17170,16
3004,17170,19
8002,17173,1
16746,17175,1
8246,17176,2
8248,17176,6
8245,17176,18
8247,17176,19
10964,17185,1
15655,17197,1
15654,17197,16
15656,17197,19
13698,17199,1
5344,17200,11
5345,17200,19
12408,17201,1
12409,17201,2
12410,17201,5
7642,17206,5
7641,17206,11
3483,17216,1
3484,17216,13
19389,17224,11
17767,17227,5
17768,17227,7
18761,17228,1
18763,17228,15
18762,17228,20
6730,17230,1
6731,17230,5
6732,17230,6
6733,17230,12
6734,17230,15
1570,17233,1
1572,17233,7
1571,17233,13
1569,17233,16
19552,17251,1
5382,17254,1
5383,17254,4
1888,17255,1
1889,17255,5
19259,17257,1
19258,17257,16
2204,17260,5
2202,17260,11
2203,17260,12
11450,17261,1
11452,17261,14
11451,17261,19
14604,17262,11
14605,17262,12
17357,17265,19
13409,17267,7
13408,17267,13
13407,17267,19
3688,17273,1
18890,17283,19
19034,17286,11
19033,17286,19
9946,17290,19
11143,17294,16
11144,17294,19
11016,17295,1
11017,17295,12
11018,17295,15
17074,17318,4
17075,17318,7
7326,17319,3
7327,17319,6
949,17325,1
950,17325,11
5811,17327,16
5812,17327,19
5709,17342,19
16546,17344,1
15871,17356,1
15872,17356,5
15870,17356,16
16609,17390,1
16611,17390,5
16610,17390,11
16362,17409,1
8974,17416,18
8975,17416,19
10549,17417,11
1575,17421,1
6249,17423,1
6268,17440,2
6269,17440,6
6270,17440,11
6271,17440,12
6272,17440,19
3092,17441,6
3093,17441,11
3094,17441,12
3095,17441,15
3096,17441,17
16990,17449,1
2684,17450,1
2685,17450,5
9635,17459,1
2176,17462,7
2175,17462,11
7047,17468,1
7048,17468,6
7509,17485,5
7508,17485,11
8315,17486,1
8317,17486,7
8316,17486,19
1580,17498,1
19408,17509,11
19409,17509,13
19407,17509,16
19093,17512,1
19094,17512,5
12853,17521,1
11613,17524,1
11614,17524,5
10543,17526,1
10544,17526,7
9689,17534,1
9690,17534,4
9691,17534,6
19866,17540,1
19867,17540,19
3852,17541,1
10452,17542,11
12488,17548,2
12490,17548,4
12489,17548,11
19143,17550,11
19144,17550,19
2198,17557,11
2197,17557,16
2199,17557,19
1879,17559,1
1880,17559,11
3957,17565,6
3956,17565,13
3954,17565,18
3955,17565,19
11444,17571,2
11445,17571,11
11446,17571,12
5415,17572,1
5416,17572,5
19460,17575,1
19461,17575,7
10943,17581,1
10945,17581,7
10944,17581,11
4643,17587,1
4645,17587,13
4646,17587,14
4644,17587,19
13288,17626,7
13287,17626,19
3569,17629,7
3568,17629,19
18914,17650,5
7328,17671,1
7329,17671,7
3562,17685,1
3563,17685,5
17936,17692,1
17937,17692,6
14326,17701,19
3779,17708,2
3780,17708,6
3781,17708,7
3782,17708,18
3783,17708,19
12180,17744,1
16444,17745,1
16445,17745,7
16446,17745,13
16447,17745,16
16448,17745,19
815,17758,1
817,17758,7
816,17758,18
16942,17764,6
16939,17764,11
16941,17764,12
16940,17764,19
5833,17766,1
5551,17773,1
5552,17773,5
15658,17785,11
15657,17785,16
15659,17785,19
5346,17788,11
2825,17796,1
2826,17796,5
1585,17800,1
1587,17800,7
1586,17800,13
1584,17800,16
15412,17802,1
19852,17812,11
19851,17812,19
8339,17838,1
8340,17838,5
12665,17846,7
12664,17846,19
1940,17869,1
1939,17869,16
1901,17874,1
1902,17874,14
2114,17875,1
2115,17875,5
7854,17878,1
7855,17878,11
7856,17878,12
7740,17879,1
7741,17879,11
7739,17879,16
15476,17885,2
15477,17885,4
15479,17885,7
15478,17885,13
9951,17890,1
16586,17905,11
16587,17905,19
19350,17920,11
14830,17921,1
14831,17921,5
16526,17923,6
16527,17923,7
16525,17923,19
2686,17942,1
2687,17942,5
13800,17943,1
13801,17943,5
13802,17943,14
6782,17945,1
6781,17945,11
6780,17945,17
3289,17946,1
3288,17946,8
16150,17954,1
16149,17954,17
19832,17960,19
4524,17970,1
4525,17970,5
16494,17972,1
16495,17972,11
17645,17991,1
17647,17991,5
17646,17991,11
3486,17997,1
3487,17997,5
8076,18000,11
8075,18000,16
14107,18002,1
14108,18002,7
14106,18002,16
2668,18003,1
2669,18003,5
2670,18003,14
15560,18015,1
6208,18018,2
6209,18018,19
19238,18019,15
11645,18043,6
11646,18043,7
11643,18043,18
11644,18043,19
10780,18045,11
11322,18046,19
16010,18049,11
16009,18049,19
7470,18050,2
7472,18050,6
7471,18050,12
7473,18050,15
9553,18051,6
9552,18051,12
9554,18051,15
5759,18052,15
5758,18052,18
15948,18059,7
15947,18059,13
15946,18059,16
9723,18098,7
9722,18098,19
19607,18167,1
19606,18167,16
15510,18173,6
15511,18173,7
